batch,category,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,answer_type,answer,follow_up_trigger,follow_up_answer,answer_confidence,origin,seed_id
Batch 1,Registration & Eligibility,place_of_birth_correction,I filled the wrong place of birth during online registration; how can I correct it?,Not covered,-,,,Not addressed.,Statement,"Place of birth is one of the profile fields NYSC allows a correction request for during online registration, the same general way as other data fields -- through your dashboard's correction request options, which for most non-name, non-DOB fields ultimately routes back through your institution or NYSC's own verification rather than being an instant self-edit. Unlike state of origin (which affects where you can be posted) or date of birth (which affects age eligibility), no source treats place of birth as consequential to your eligibility, posting, or registration outcome -- it's a data-accuracy field worth correcting for consistency across your official documents, but a delay or minor discrepancy here isn't described anywhere as something that blocks registration or camp attendance the way a DOB or course-of-study mismatch can.",,,"Reasoned -- no NYSC-specific source addresses a place-of-birth correction procedure or consequence directly; this is inferred from how the portal treats similarly low-stakes profile fields, and should be treated as the weakest-sourced answer in this batch.",original,
Batch 1,Orientation Camp,camp_items_allowed,Is a laptop allowed in NYSC camp?,Not covered,-,,,Not addressed.,Conditional,"Laptops are generally not allowed inside orientation camp dormitories/premises due to security regulations and space limitations -- security personnel can confiscate them if found during baggage checks at the gate, so don't plan on bringing one into camp expecting to use it there. If you're posted to a far state and need your laptop for after camp (e.g. at your PPA), the safest approach is to have it sent to your off-camp accommodation or arranged to arrive after you've left camp, rather than carrying it through camp registration -- no source confirms camp security will hold/store a personal laptop for you for the full three weeks as an official service; treat any offer to 'leave it with security' as informal and unconfirmed rather than a guaranteed option.","Do you need the laptop during camp itself, or only after camp at your PPA?","during_camp -> Don't bring it; it's likely to be confiscated at the gate. || after_camp -> Arrange for it to reach your off-camp accommodation or be sent to you after camp ends, rather than carrying it in with you.","Cross-validated -- the laptop ban and confiscation risk are consistent across current camp-packing and prohibited-items guides. The 'leave it with security' storage option is flagged as unconfirmed rather than a real service, since no source describes NYSC formally holding personal electronics for corps members.",original,
Batch 1,Orientation Camp,camp_items_allowed,Can PCMs bring their gadgets to NYSC camp?,Not covered,-,,,Not addressed.,Conditional,"Laptops are generally not allowed inside orientation camp dormitories/premises due to security regulations and space limitations -- security personnel can confiscate them if found during baggage checks at the gate, so don't plan on bringing one into camp expecting to use it there. If you're posted to a far state and need your laptop for after camp (e.g. at your PPA), the safest approach is to have it sent to your off-camp accommodation or arranged to arrive after you've left camp, rather than carrying it through camp registration -- no source confirms camp security will hold/store a personal laptop for you for the full three weeks as an official service; treat any offer to 'leave it with security' as informal and unconfirmed rather than a guaranteed option.","Do you need the laptop during camp itself, or only after camp at your PPA?","during_camp -> Don't bring it; it's likely to be confiscated at the gate. || after_camp -> Arrange for it to reach your off-camp accommodation or be sent to you after camp ends, rather than carrying it in with you.","Cross-validated -- the laptop ban and confiscation risk are consistent across current camp-packing and prohibited-items guides. The 'leave it with security' storage option is flagged as unconfirmed rather than a real service, since no source describes NYSC formally holding personal electronics for corps members.",original,
Batch 1,Registration & Eligibility,callup_number_delay,How long should I expect to wait for my call-up number after registration?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,Conditional,"First, confirm the basics: your Senate List status is approved, your registration is fully submitted, and your Remita payment (if you paid) went through -- an unconfirmed payment is the single most common reason a call-up number won't generate at all. If those all check out and it's still not showing, it's usually just a processing-stage delay: numbers are released in phases/waves, not all at once, and schools whose lists were approved later get processed later. Keep checking your dashboard daily rather than assuming something is broken. On the SMS question specifically: you do not need to wait for or receive an SMS to check your dashboard yourself -- SMS/email notifications are only sent to those who paid the optional registration package fee (the same fee that also unlocks online call-up letter printing/reprinting), and even for those who paid, the notification can lag behind or occasionally not arrive at all. Check your dashboard directly rather than waiting on a text that may never come.","Is it just you affected, or is most of your batch/department also still waiting?","whole_batch -> This is a normal processing-wave delay, not a personal problem -- nothing to do except keep checking and be patient. If you suspect a data-specific issue (name correction still 'under review,' foreign-trained pending physical verification, etc.), that specific unresolved item is usually what's holding your number back -- resolve it directly rather than just waiting. || just_me -> This can genuinely mean you've been shifted to the next stream or batch, which happens and isn't something you did wrong -- frustrating, but it doesn't mean you'll miss service, just that your window moved. If you suspect a data-specific issue (name correction still 'under review,' foreign-trained pending physical verification, etc.), that specific unresolved item is usually what's holding your number back -- resolve it directly rather than just waiting.","Cross-validated -- the payment-confirmation check, phased release, and stream-shift possibility are all consistent across multiple current 2026 sources and a Nairaland-linked analysis thread. Newly added and cross-validated this pass: SMS/email notification is tied to the same optional paid registration package as online letter printing, confirmed directly via NYSC's own portal FAQ -- it's a convenience feature, not a gate, so its absence or delay doesn't mean anything is broken.",original,
Batch 1,NOISE - not a real question / forum fragment,noise,Is there anyone posted to Gombe from Uyo?,,-,,,Not a real question -- excluded from FAQ coverage analysis.,,,,,,original,
Batch 1,Registration & Eligibility,registration_documents_general,What is required of us to register?,Covered,MOBREG,https://www.nysc.gov.ng/mobreg.html,Requirements,"Functional email + Nigerian GSM number, correct matriculation number, name must appear on Senate list, compliant passport photo (white/off-white background, full face, centered).",Statement,"Standard online registration requires: your National Identification Number (NIN), a functional email and phone number, a digital passport photograph, your academic credentials (Statement of Result or Certificate), and institutional matriculation/JAMB details. An HND graduate registers the same way as a BSc/university graduate -- no separate document set for HND holders specifically. NOUN (National Open University of Nigeria) graduates are NYSC-eligible the same as graduates of any NUC-accredited Nigerian institution -- being a NOUN graduate on its own doesn't change your registration requirements or eligibility; the next step after registration is simply waiting for your call-up number/letter like any other registrant. Documents needed for camp screening overlap with, but are separate from, online-registration documents -- see the camp-gate checklist (Call-Up Letter, Green Card, Statement of Result/Certificate, ID card, passport photos, Medical Fitness Certificate) for the physical-arrival list. (Married-graduate exemption-letter documentation is covered under exemption_certificate.) 'How do I complete my NYSC service year' is a broader question -- see monthly_clearance and discharge_certificate for that process.",,,Cross-validated directly via mobreg.html and consistent across independent guides for the core document list. HND/NOUN-specific handling and the broader 'complete my service year' question are reasoned from the general eligibility/process rules already confirmed elsewhere in this project rather than separately sourced for these specific phrasings.,original,
Batch 1,Registration & Eligibility,postpone_defer_service,Can I postpone my NYSC service to a later batch?,Not covered,-,,,No deferment procedure described.,Statement,"NYSC doesn't offer a formal 'postpone/defer to a later batch on request' option -- your batch is determined by your institution's Senate List upload timing, not something you personally delay once you're eligible and in the system.

The two situations that actually come up: (1) If you've never registered at all, revalidation does NOT apply to you -- your path is ordinary registration once your institution submits you on a Senate List, same as any other graduate. (2) If you already registered and were mobilized but couldn't attend camp, that's what revalidation is for -- see revalidation for the process.

There is no confirmed process for cancelling or stopping an already-ongoing service year outright -- no source describes this as an available option. Redeployment/relocation (a change of state, see relocation_general_process) and maternity leave (see pregnancy_accommodation) are different, narrower mechanisms and not general-purpose 'cancel my service' options -- NYSC does not defer an entire batch for a pregnancy or newborn either.",,,"Medium-high -- the revalidation-vs-fresh-registration distinction (revalidation only applies if you were already mobilized before) and the maternity leave terms (12 weeks, paid, forfeits terminal leave, no camp stay if already pregnant) are each confirmed by multiple independent current sources. Whether an ongoing service year can be formally cancelled/withdrawn mid-year could not be verified against any source and is explicitly flagged as unresolved rather than guessed at.",original,
Batch 1,Registration & Eligibility,medical_fitness_report,Can private hospitals issue medical reports for NYSC?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Health Ground,For health-ground concessional deployment: upload medical report from a Federal or State General Hospital plus doctor's details.,Conditional,"NYSC actually distinguishes two separate documents that get confused: the Medical Fitness Certificate (compulsory for every prospective corps member -- including married women, with no exemption -- and checked at the camp gate before you're admitted to register) and the Medical Report (used specifically for health-ground concessional posting/redeployment requests, per the official onlinefaq.pdf, which needs a doctor's details and specifics of your condition). The Fitness Certificate must come from a government or military hospital -- private-hospital certificates are routinely rejected at the gate. The health-ground Medical Report carries the same restriction: NYSC's own FAQ page (nysc.gov.ng/faq.html), under Health Ground concessional posting, states directly that supporting documents must include a ""Medical report from Federal or State General Hospitals"" -- so both documents require a government/state facility, officially confirmed rather than left to sources to disagree on. The standard fitness certificate format typically includes tests such as PCV, VDRL, HIV, HCV, HBsAg, blood group, genotype, blood pressure, sputum, urinalysis, stool microscopy, chest X-ray, and visual acuity, plus your age and personal details as identifying information -- but a certificate is NOT rejected in camp for lacking a meningitis (CSM) vaccination record specifically: this has been documented as a scam narrative some WhatsApp group admins spread to get corps members to pay for a second certificate; NYSC has never made CSM vaccination a compulsory inclusion, though getting vaccinated is still recommended for your own health, especially if posted to a northern/meningitis-belt state. Cost estimates vary widely across sources -- some describe the certificate itself as technically free at public hospitals with only the tests costing roughly N2,000-N7,000, while other current guides estimate a broader N5,000-N60,000 range depending on hospital, tests, and location; there's no single official figure. Camp officials do check the certificate during documentation, and some camps also run a supplementary medical exam after arrival, but the current requirement (as of the most recent sources) is still to bring a certificate obtained beforehand -- it is not too early to get it once you have your call-up letter; the ideal window is about 2-4 weeks before your reporting date, since government hospitals get busier and slower as reporting dates approach.","Are you asking about the certificate required for camp registration, or the document needed to support a health-ground redeployment/posting request, or a dispute over whether your documents were accepted?","camp_cert -> You need the Medical Fitness Certificate, compulsory for every prospective corps member including married women, no exceptions, from a government or military hospital only -- private-hospital certificates are routinely rejected at the gate. || redeployment_doc -> You need the separate Medical Report, submitted per the official onlinefaq.pdf with a doctor's details and specifics of your condition -- officially required to be from a Federal or State General Hospital per nysc.gov.ng/faq.html's Health Ground concessional-posting section, the same government/state-facility restriction as the Fitness Certificate. || dispute -> If camp medical staff reject your genuine documents as fake and you then have a real health emergency during drills: this specific dispute scenario isn't addressed by any official source found. Reasoned guidance: report the incident in writing to your Camp Commandant or State Coordinator, and get an independent medical report from an NHIS-recognised hospital for the emergency itself, since any later review of your case will go by what's documented.","Medium-high -- that the certificate is compulsory for all PCMs (including married women) and must come from a government/military hospital, the standard test list, and the meningitis-vaccination non-requirement (specifically debunked as a scam narrative) are each corroborated by multiple independent current sources. The Medical Report's hospital-type restriction is now officially sourced (nysc.gov.ng/faq.html confirms Federal/State General Hospital directly), not left as a source conflict. Only the exact cost stays genuinely unresolved, varying widely across sources (~N2,000-N60,000) with no single official figure found.",original,
Batch 1,Registration & Eligibility,callup_number_delay,Why have I not received my call-up after one week of registration?,Not covered,-,,,No troubleshooting guidance found for call-up number delay.,Conditional,"First, confirm the basics: your Senate List status is approved, your registration is fully submitted, and your Remita payment (if you paid) went through -- an unconfirmed payment is the single most common reason a call-up number won't generate at all. If those all check out and it's still not showing, it's usually just a processing-stage delay: numbers are released in phases/waves, not all at once, and schools whose lists were approved later get processed later. Keep checking your dashboard daily rather than assuming something is broken. On the SMS question specifically: you do not need to wait for or receive an SMS to check your dashboard yourself -- SMS/email notifications are only sent to those who paid the optional registration package fee (the same fee that also unlocks online call-up letter printing/reprinting), and even for those who paid, the notification can lag behind or occasionally not arrive at all. Check your dashboard directly rather than waiting on a text that may never come.","Is it just you affected, or is most of your batch/department also still waiting?","whole_batch -> This is a normal processing-wave delay, not a personal problem -- nothing to do except keep checking and be patient. If you suspect a data-specific issue (name correction still 'under review,' foreign-trained pending physical verification, etc.), that specific unresolved item is usually what's holding your number back -- resolve it directly rather than just waiting. || just_me -> This can genuinely mean you've been shifted to the next stream or batch, which happens and isn't something you did wrong -- frustrating, but it doesn't mean you'll miss service, just that your window moved. If you suspect a data-specific issue (name correction still 'under review,' foreign-trained pending physical verification, etc.), that specific unresolved item is usually what's holding your number back -- resolve it directly rather than just waiting.","Cross-validated -- the payment-confirmation check, phased release, and stream-shift possibility are all consistent across multiple current 2026 sources and a Nairaland-linked analysis thread. Newly added and cross-validated this pass: SMS/email notification is tied to the same optional paid registration package as online letter printing, confirmed directly via NYSC's own portal FAQ -- it's a convenience feature, not a gate, so its absence or delay doesn't mean anything is broken.",original,
Batch 1,Registration & Eligibility,waec_certificate_requirement,Do I need my original WAEC certificate for NYSC clearance and registration?,Not covered,-,,,No explicit statement on WAEC original certificate requirement for registration.,Conditional,"For Nigerian-trained graduates, your original WAEC certificate is generally not on the standard list of documents NYSC checks at camp registration -- the documents that matter there are your degree/HND certificate (or statement of result) and your call-up letter/green card, not your O'level result directly. WAEC only becomes directly relevant if you're a foreign-trained graduate, where NYSC does require an original O'level certificate (minimum 5 credits including English and Maths, in no more than two sittings) as part of the separate foreign-graduate verification process.","Are you asking about combining two WAEC results, or combining WAEC with NECO specifically?","two_waec -> This is a JAMB/admission-stage concern (JAMB's CAPS system explicitly allows uploading and evaluating more than one O'level result across up to two sittings) rather than an NYSC-stage one, since NYSC's own camp-document checklist doesn't call for the original WAEC certificate for domestic graduates in the first place -- so a lost original from one sitting is unlikely to be an NYSC-specific blocker, though this specific lost-certificate scenario at the NYSC stage wasn't independently confirmed. || waec_neco -> This is genuinely unresolved. Combining WAEC and NECO across up to two sittings is well established and common at the JAMB/admission stage, but no source directly confirms or denies an NYSC-specific restriction at the service-registration stage -- there is a confirmed WAEC-only rule at NYSC, but that rule is specifically about the date-of-birth-correction process (NECO can't be used for that one narrow purpose), not a general statement about combined-result graduates being ineligible to serve. Don't conflate the two -- the widely-repeated claim that you 'can't go for service' with combined WAEC/NECO results isn't confirmed by any source and is flagged as likely a myth, but not ruled out with certainty either.","Medium-high -- the domestic-vs-foreign-trained distinction on WAEC requirements at camp is consistent across current camp-document checklists. The combined-WAEC-NECO-and-NYSC-eligibility question specifically is flagged as unresolved -- it's a real, recurring question in the source material but no source directly addresses NYSC's stance on it, as distinct from JAMB/admission's well-documented tolerance for combined results.",original,
